U_value_W_m2K,hot_inlet_temp_C,hot_outlet_temp_C,cold_inlet_temp_C,cold_outlet_temp_C,hot_flow_rate_kg_s,cold_flow_rate_kg_s,LMTD_C,heat_duty_kW,pressure_drop_hot_kPa,pressure_drop_cold_kPa,fouling_resistance_m2K_W,hot_side_velocity_m_s,cold_side_velocity_m_s,ambient_temp_C,condition_label
399.38,180.41,130.46,39.53,88.99,25.492,19.593,91.17,2806.0,42.26,28.26,0.000264,1.241,1.0,30.37,normal
402.97,178.93,130.03,38.72,88.43,24.386,19.888,90.9,2617.4,37.52,28.94,0.000219,1.267,1.022,28.8,normal
402.89,178.02,129.64,40.7,91.65,25.126,19.336,87.65,2664.6,40.12,28.11,0.000226,1.197,1.022,27.31,normal
415.87,181.25,129.61,39.75,88.69,24.967,20.08,91.2,2806.7,39.25,30.3,0.000191,1.134,0.996,26.94,normal
432.95,180.52,129.39,38.03,90.97,24.544,19.849,90.45,2835.5,37.86,29.3,0.000161,1.145,0.987,30.65,normal
415.05,183.57,128.03,40.1,90.54,24.824,20.117,90.45,3063.9,41.7,30.77,0.000192,1.185,0.941,31.59,normal
417.97,180.63,130.46,40.44,91.19,24.057,19.343,89.73,2700.0,36.53,27.63,0.000178,1.238,0.994,28.22,normal
410.06,180.58,130.28,40.96,89.33,25.066,20.351,90.28,2812.1,38.84,30.22,0.000198,1.187,0.996,30.51,normal
411.19,179.75,131.02,39.93,88.97,24.181,20.849,90.94,2584.0,36.78,32.33,0.000185,1.183,1.045,29.65,normal
429.83,181.23,129.36,39.63,90.49,25.643,20.743,90.23,2920.4,41.95,32.22,0.00015,1.22,1.049,31.44,normal
403.24,180.94,132.27,41.99,89.62,24.945,20.952,90.8,2670.7,39.27,33.67,0.000238,1.201,1.006,31.73,normal
405.57,181.88,129.54,40.01,88.4,24.657,20.021,91.49,2827.9,39.3,30.42,0.000196,1.178,1.083,25.47,normal
415.52,179.22,128.95,40.72,92.52,25.696,19.824,87.46,2868.1,41.3,30.09,0.00019,1.15,1.008,32.06,normal
416.85,179.35,128.81,39.46,88.97,24.381,20.244,89.86,2686.4,37.65,30.39,0.000167,1.247,1.041,30.5,normal
417.67,179.28,127.92,40.69,88.71,24.551,19.881,88.89,2742.2,38.01,29.41,0.000186,1.252,0.996,28.94,normal
423.58,181.19,131.84,38.54,89.69,23.902,19.13,92.39,2556.0,36.8,27.18,0.000174,1.147,0.954,28.99,normal
420.52,182.25,131.65,39.54,91.63,25.786,20.41,91.36,2860.9,43.0,31.26,0.000164,1.18,0.983,30.06,normal
412.92,179.31,130.72,38.79,87.18,26.124,19.883,92.03,2778.5,44.11,29.8,0.000205,1.233,1.059,28.99,normal
417.89,179.36,128.92,39.4,91.52,23.996,19.266,88.68,2644.1,38.56,28.13,0.000186,1.143,0.989,28.13,normal
419.87,180.47,132.17,41.25,88.82,24.511,19.746,91.29,2606.9,37.29,29.16,0.000222,1.218,0.981,28.58,normal
423.81,179.63,129.58,39.39,90.34,25.042,19.894,89.74,2722.6,39.08,29.68,0.000189,1.184,1.0,27.92,normal
410.99,181.43,129.68,40.72,89.12,24.691,20.006,90.62,2833.3,38.19,31.34,0.000203,1.139,0.984,32.69,normal
416.2,176.62,131.72,41.52,92.59,24.981,20.012,87.08,2434.6,39.94,30.25,0.000203,1.289,1.048,30.11,normal
418.03,178.76,130.79,39.97,90.16,24.929,20.685,89.7,2595.7,38.72,32.34,0.000212,1.183,1.075,34.51,normal
419.96,178.83,132.64,40.99,89.08,25.245,19.356,90.69,2545.7,40.02,28.66,0.000175,1.226,1.0,30.74,normal
408.03,176.52,130.3,40.53,89.61,24.423,19.924,88.33,2479.4,39.04,29.66,0.000227,1.144,1.022,31.18,normal
416.98,178.55,129.52,40.12,90.12,25.116,19.561,88.92,2735.0,41.4,29.25,0.000165,1.278,1.039,27.88,normal
413.02,178.63,129.27,40.75,90.23,24.33,20.628,88.46,2639.9,38.79,31.73,0.000201,1.297,1.004,29.56,normal
414.54,179.7,127.78,41.84,90.57,24.753,19.719,87.53,2778.9,39.61,28.25,0.000164,1.125,0.965,30.15,normal
417.04,181.67,129.67,39.36,90.0,23.958,19.828,90.99,2755.6,36.39,29.07,0.000196,1.192,0.984,28.73,normal
413.9,179.63,131.37,39.04,88.21,24.757,20.525,91.88,2642.5,39.32,33.03,0.000227,1.266,1.016,29.07,normal
408.44,178.45,130.72,38.98,89.56,24.656,20.662,90.31,2571.9,40.16,32.75,0.000217,1.177,1.016,30.84,normal
405.7,179.91,130.02,40.99,90.79,25.566,20.736,89.08,2811.2,42.31,31.78,0.000232,1.22,0.928,30.88,normal
410.18,181.57,128.81,41.13,89.13,24.964,19.178,90.04,2941.1,40.78,28.36,0.000191,1.116,0.983,27.33,normal
410.12,178.54,130.27,39.46,90.87,25.074,20.241,89.23,2636.4,41.16,30.83,0.000227,1.161,0.971,30.57,normal
416.37,178.63,131.22,37.86,90.04,24.987,20.135,90.95,2635.4,39.63,31.76,0.000179,1.215,1.035,31.11,normal
409.43,180.84,130.52,39.33,89.72,23.723,19.974,91.16,2664.2,37.03,29.83,0.000186,1.171,0.972,28.82,normal
423.84,179.67,130.2,40.55,91.55,23.802,20.033,88.88,2595.6,36.24,30.27,0.000204,1.182,0.982,28.62,normal
401.43,180.97,129.04,39.93,87.74,24.809,20.643,91.16,2797.3,40.05,31.12,0.000226,1.124,0.98,30.88,normal
409.9,179.98,131.04,40.18,89.12,25.167,20.519,90.86,2748.8,41.71,31.31,0.000184,1.233,1.032,24.85,normal
413.08,181.05,126.24,39.48,91.6,24.859,20.448,88.1,3025.1,41.15,29.03,0.000221,1.133,1.039,30.0,normal
414.29,178.45,130.46,41.01,92.38,24.482,20.103,87.75,2601.1,39.11,30.49,0.000207,1.277,1.02,33.27,normal
408.27,179.98,133.08,40.34,92.97,24.856,21.135,89.85,2562.9,39.98,33.94,0.00021,1.166,1.044,24.81,normal
414.15,179.68,128.19,40.59,90.07,24.804,19.8,88.61,2844.7,40.82,30.82,0.000174,1.24,1.049,31.65,normal
416.65,178.18,129.71,40.16,90.6,25.467,19.192,88.56,2690.0,40.49,28.24,0.000188,1.235,0.928,31.09,normal
414.84,177.65,129.99,40.52,91.06,25.434,19.867,88.02,2692.7,42.7,29.35,0.000197,1.151,1.024,27.12,normal
408.31,181.03,129.44,40.46,91.66,24.668,20.029,89.18,2789.8,39.18,29.42,0.00021,1.171,0.985,31.04,normal
420.99,179.47,131.24,39.07,90.41,24.97,20.652,90.61,2599.2,40.05,31.4,0.000176,1.177,0.95,32.0,normal
421.85,178.47,130.57,40.37,91.2,25.166,19.745,88.72,2621.8,40.03,28.03,0.000161,1.181,0.987,27.65,normal
429.39,179.86,130.18,40.79,90.6,25.255,20.246,89.32,2772.0,39.56,30.46,0.000136,1.135,1.029,28.59,normal
408.87,181.69,130.96,41.16,90.68,25.992,19.261,90.41,2907.8,44.37,27.05,0.000222,1.227,1.058,30.05,normal
411.31,176.58,130.02,40.42,88.81,24.983,20.541,88.69,2572.3,40.36,31.0,0.000228,1.166,0.946,31.96,normal
422.47,177.76,133.82,39.03,89.57,25.701,20.034,91.44,2473.4,41.67,29.93,0.00014,1.194,1.025,28.92,normal
414.62,178.62,130.18,39.19,89.32,24.304,19.86,90.14,2596.0,38.37,29.89,0.000202,1.25,1.079,29.92,normal
416.21,182.19,130.23,39.56,88.45,24.617,21.066,92.19,2832.7,38.57,31.62,0.000189,1.229,1.073,28.67,normal
410.11,180.42,127.95,40.19,87.85,23.719,20.535,90.14,2809.1,34.68,31.19,0.000237,1.169,0.862,30.05,normal
416.0,181.15,129.35,39.88,89.45,25.091,19.48,90.58,2847.8,40.08,29.16,0.000194,1.252,1.087,32.09,normal
402.52,178.29,131.38,38.88,89.66,25.389,19.945,90.55,2651.0,39.72,30.97,0.000216,1.233,1.038,30.21,normal
412.52,178.32,128.4,38.87,90.14,23.467,21.368,88.85,2596.8,35.93,33.74,0.000187,1.165,0.908,29.29,normal
416.72,180.67,127.41,37.9,90.72,25.113,20.989,89.73,2946.3,41.91,34.48,0.000179,1.174,0.969,29.93,normal
410.82,180.09,130.04,36.88,90.24,25.363,20.461,91.49,2753.6,40.41,31.82,0.000223,1.25,1.05,28.4,normal
410.7,180.82,131.64,39.87,89.67,25.328,19.076,91.47,2782.0,41.74,27.6,0.000232,1.239,1.014,28.01,normal
421.63,179.72,130.05,42.32,88.81,24.282,20.666,89.31,2660.8,37.32,32.82,0.000162,1.125,0.977,32.41,normal
404.27,180.42,129.6,41.8,91.14,25.464,19.682,88.54,2829.3,41.33,28.74,0.000234,1.15,1.003,33.28,normal
421.56,180.24,127.77,39.02,89.87,25.006,20.662,89.56,2859.8,39.14,30.97,0.000171,1.235,1.022,26.42,normal
421.89,181.17,130.54,40.15,89.44,25.355,19.639,91.06,2831.6,41.65,29.77,0.00013,1.141,0.977,31.16,normal
417.84,181.21,130.79,38.54,89.76,24.924,20.244,91.85,2736.4,41.13,31.09,0.0002,1.24,0.995,31.72,normal
415.59,177.57,127.86,38.69,89.05,25.229,19.68,88.85,2741.9,40.85,29.98,0.000215,1.297,1.036,27.58,normal
420.7,176.63,131.36,38.8,89.31,25.666,19.818,89.91,2538.3,42.47,30.33,0.000155,1.219,0.972,29.06,normal
420.65,181.5,130.92,39.77,89.27,24.878,20.311,91.69,2769.9,40.18,32.45,0.000141,1.154,0.946,28.85,normal
412.61,181.78,131.36,39.82,89.63,25.17,19.341,91.85,2810.2,40.24,27.08,0.000185,1.209,0.975,33.8,normal
411.71,178.47,130.7,40.25,90.85,25.75,21.186,89.02,2696.6,43.49,32.99,0.000181,1.252,0.964,33.3,normal
402.27,177.21,130.78,40.66,90.53,24.92,19.486,88.39,2538.9,39.25,28.4,0.000241,1.205,0.976,28.16,normal
412.06,180.15,130.62,39.66,92.01,24.325,19.458,89.54,2653.5,36.5,29.49,0.0002,1.224,0.931,27.08,normal
406.88,181.4,131.04,40.04,91.58,25.406,20.313,90.41,2792.0,40.25,31.15,0.000222,1.16,1.009,31.55,normal
405.33,182.7,127.82,38.91,92.54,25.861,20.646,89.53,3104.7,43.13,32.7,0.000206,1.164,1.035,31.09,normal
403.04,180.77,128.2,38.66,90.73,25.773,19.838,89.8,2967.1,41.87,29.79,0.000247,1.245,0.968,32.49,normal
417.83,179.44,129.12,38.5,90.71,25.429,19.464,89.67,2824.0,41.34,28.55,0.000173,1.164,0.974,27.88,normal
411.94,178.66,129.84,40.65,89.37,23.594,19.539,89.24,2582.1,35.8,29.31,0.000197,1.071,0.993,31.45,normal
417.45,180.02,130.47,39.66,91.07,24.619,19.485,89.87,2646.4,39.09,28.83,0.000153,1.185,0.964,28.54,normal
399.17,179.55,130.39,38.13,89.15,24.649,20.154,91.33,2673.1,40.09,30.73,0.000224,1.216,1.039,31.25,normal
411.81,178.48,131.34,39.94,88.09,25.027,19.965,90.9,2588.4,41.6,30.43,0.000233,1.253,0.964,29.93,normal
408.27,183.07,131.38,38.75,91.98,26.013,20.213,91.86,2953.3,42.0,30.92,0.000226,1.282,0.979,33.8,normal
414.77,182.68,128.95,41.66,88.38,24.352,20.182,90.75,2863.6,39.08,31.28,0.000196,1.204,0.969,30.89,normal
421.33,181.7,130.29,39.42,90.57,26.345,20.412,91.0,3014.4,44.15,31.16,0.000155,1.233,1.04,29.37,normal
415.28,178.62,128.98,40.68,88.86,24.771,19.795,89.03,2632.2,38.12,29.58,0.000197,1.206,0.991,30.28,normal
417.3,181.28,129.77,41.09,91.46,24.54,19.631,89.25,2746.8,39.18,28.21,0.00018,1.218,1.08,29.8,normal
408.57,180.96,130.39,39.05,91.64,25.507,20.078,90.33,2870.7,43.32,31.0,0.000228,1.191,1.014,27.69,normal
418.09,180.66,125.91,40.08,90.69,25.555,19.973,87.89,3113.2,40.87,31.29,0.000187,1.219,1.046,33.85,normal
419.06,181.87,132.89,40.55,91.62,25.39,20.126,91.29,2788.8,40.9,28.9,0.000187,1.164,0.987,33.2,normal
407.55,180.95,130.68,40.12,90.01,24.538,19.644,90.75,2723.2,37.07,29.56,0.000265,1.299,0.962,29.65,normal
405.47,181.11,129.29,40.36,92.9,25.301,20.321,88.56,2899.2,40.75,30.76,0.000224,1.08,0.999,31.4,normal
408.41,180.96,132.31,38.67,90.97,24.38,19.411,91.8,2553.1,38.39,28.28,0.000232,1.229,0.973,34.1,normal
409.06,180.51,129.58,40.55,88.83,24.522,19.78,90.35,2747.5,40.61,29.91,0.000185,1.216,0.92,32.47,normal
416.62,177.32,130.16,39.51,90.09,24.943,20.565,88.93,2605.0,38.9,31.52,0.000167,1.219,1.041,29.39,normal
406.67,180.13,129.42,40.35,89.8,24.508,19.434,89.69,2719.5,39.56,28.8,0.000232,1.141,1.001,29.82,normal
408.32,179.17,131.98,40.92,89.67,25.632,20.525,90.27,2657.9,42.14,31.14,0.000245,1.116,0.972,26.56,normal
419.06,178.08,129.87,40.67,87.85,24.653,19.295,89.72,2651.5,41.24,29.33,0.000161,1.23,1.015,31.55,normal
418.2,182.52,130.18,40.35,90.5,24.868,19.207,90.92,2907.4,39.8,27.71,0.000184,1.267,1.002,32.49,normal
416.19,182.59,131.44,40.64,88.2,24.472,19.253,92.59,2761.3,38.44,27.4,0.000173,1.211,1.056,32.5,normal
408.09,182.04,130.7,40.69,86.72,25.623,20.058,92.64,2892.3,42.66,30.44,0.000214,1.24,1.017,31.4,normal
404.15,180.38,129.93,41.5,89.55,24.6,20.365,89.63,2752.2,39.35,30.32,0.000233,1.177,0.994,30.7,normal
417.5,182.03,131.33,39.97,89.02,25.685,20.646,92.19,2853.5,42.93,31.96,0.000189,1.217,1.028,28.0,normal
413.24,180.02,133.05,40.16,88.88,25.641,20.606,92.01,2681.0,42.43,32.97,0.000189,1.261,0.999,30.64,normal
413.39,180.3,130.38,40.93,85.97,24.732,20.431,91.87,2700.6,37.76,31.14,0.000141,1.184,1.007,28.74,normal
420.32,178.36,130.14,39.51,88.89,25.018,19.584,90.05,2676.5,40.57,27.8,0.000171,1.259,1.049,31.05,normal
401.56,180.6,130.2,38.66,89.77,24.716,19.58,91.18,2739.4,39.68,28.54,0.000245,1.118,0.953,28.47,normal
411.11,180.09,131.57,40.49,89.18,25.327,20.394,91.0,2684.9,40.21,31.72,0.000215,1.169,0.965,31.04,normal
403.65,178.05,129.28,39.79,90.5,24.883,20.711,88.51,2680.3,39.95,32.03,0.000228,1.227,0.983,32.65,normal
414.78,179.92,129.67,38.79,91.81,24.75,19.484,89.49,2724.7,37.45,29.18,0.000189,1.295,0.989,30.75,normal
402.76,179.88,128.16,40.5,90.67,25.028,20.647,88.43,2877.9,40.34,31.26,0.000192,1.201,1.046,30.66,normal
412.61,182.7,128.58,41.43,91.33,24.051,19.04,89.24,2833.6,37.99,27.13,0.000201,1.148,0.943,31.83,normal
407.69,181.34,129.38,38.37,91.44,24.954,20.195,90.45,2859.5,40.83,31.04,0.00021,1.294,0.999,33.54,normal
400.86,180.02,129.93,41.02,88.68,25.39,19.948,90.12,2775.6,41.83,31.15,0.000241,1.194,0.978,29.79,normal
419.37,180.37,132.12,37.46,90.57,25.083,19.898,92.21,2698.6,39.35,29.42,0.00018,1.233,1.068,31.04,normal
413.08,180.07,130.64,39.6,91.29,25.571,20.016,89.9,2801.8,40.19,30.07,0.000196,1.183,1.035,33.02,normal
415.96,179.7,128.91,41.84,89.43,24.774,19.573,88.65,2766.8,40.29,29.74,0.000176,1.207,1.01,31.34,normal
420.26,178.38,129.13,39.67,88.97,24.724,20.223,89.43,2678.4,39.61,30.71,0.000141,1.172,1.039,26.0,normal
411.77,179.77,131.65,40.09,90.69,24.33,20.03,90.32,2626.4,38.58,30.59,0.000228,1.313,0.947,28.57,normal
402.36,178.88,131.35,40.76,88.07,24.757,20.468,90.7,2611.4,40.98,30.68,0.000252,1.26,1.081,31.5,normal
414.92,178.12,130.03,38.28,88.59,26.18,20.795,90.64,2747.1,41.85,32.18,0.000223,1.288,0.966,29.2,normal
416.59,180.77,129.47,40.07,89.13,25.165,20.063,90.51,2868.1,42.28,29.67,0.000207,1.161,1.05,32.88,normal
409.28,180.59,131.35,40.06,90.59,24.649,19.591,90.64,2653.1,38.43,27.56,0.000256,1.109,1.022,33.72,normal
414.38,177.32,128.81,41.86,90.28,24.396,19.431,86.99,2608.3,39.1,27.77,0.000214,1.185,1.011,28.82,normal
406.35,179.82,130.47,38.76,91.34,24.041,20.849,90.08,2546.9,37.27,32.69,0.000224,1.326,1.049,27.93,normal
412.33,181.49,132.73,39.62,88.8,24.502,20.785,92.9,2653.1,38.23,32.59,0.000204,1.184,1.04,29.28,normal
410.54,181.59,130.25,39.07,88.73,25.456,20.444,92.01,2855.2,39.81,31.82,0.000209,1.253,1.004,29.16,normal
416.88,181.54,129.07,38.97,90.68,24.744,20.03,90.48,2850.0,38.59,30.49,0.000196,1.149,0.983,33.07,normal
408.59,180.06,130.49,41.13,88.96,24.425,20.408,90.23,2621.6,38.83,30.93,0.000225,1.159,1.005,27.93,normal
417.53,178.73,129.44,40.03,89.22,24.491,20.652,89.46,2661.5,38.9,30.32,0.000167,1.196,0.996,31.48,normal
417.34,178.37,128.33,39.44,87.59,25.39,19.691,89.83,2797.6,42.08,28.26,0.000213,1.305,1.014,32.78,normal
415.94,180.52,130.84,39.48,90.38,24.951,20.015,90.75,2688.6,39.17,30.92,0.000174,1.255,1.041,31.64,normal
407.76,180.57,131.34,39.44,92.0,24.624,19.447,90.22,2667.7,39.67,27.85,0.000215,1.097,1.019,30.87,normal
399.35,181.93,129.63,39.53,88.66,24.815,19.935,91.68,2847.5,39.53,29.77,0.000272,1.233,1.007,29.68,normal
413.58,181.65,129.55,38.74,91.33,26.324,20.772,90.57,3054.1,44.53,32.17,0.000221,1.143,0.974,33.7,normal
407.68,179.8,128.85,39.74,89.92,25.732,20.539,89.49,2863.3,42.65,30.36,0.000235,1.166,1.013,29.51,normal
410.11,178.13,129.82,39.64,87.7,25.881,20.068,90.3,2765.3,42.1,30.45,0.000227,1.226,0.932,31.9,normal
426.03,179.52,129.33,39.24,88.84,23.949,18.653,90.38,2600.6,37.28,27.68,0.00013,1.27,0.968,29.68,normal
404.75,180.33,128.79,40.16,88.76,24.909,19.672,90.09,2826.8,40.2,29.11,0.000196,1.267,1.024,26.32,normal
406.29,179.7,132.27,40.24,89.59,24.613,20.051,91.07,2578.8,39.68,29.92,0.000213,1.217,1.035,29.46,normal
422.69,179.13,130.56,39.44,90.55,25.326,19.892,89.85,2718.6,42.45,28.78,0.000137,1.217,0.999,29.69,normal
415.56,180.38,130.69,39.86,92.4,25.636,20.016,89.4,2799.0,41.22,29.83,0.000191,1.267,1.008,29.71,normal
409.31,179.24,131.06,42.16,88.14,25.196,20.121,90.0,2722.8,39.4,30.76,0.000198,1.121,1.015,28.68,normal
415.18,179.06,130.93,42.12,89.37,24.477,19.733,89.25,2581.0,39.79,29.28,0.000163,1.291,1.027,31.25,normal
416.61,180.47,129.5,38.95,88.84,24.603,19.996,91.09,2772.9,37.58,29.64,0.000171,1.163,0.992,31.47,normal
411.42,179.4,130.33,39.09,88.35,25.372,19.925,91.14,2729.6,42.11,30.6,0.00024,1.213,0.961,29.39,normal
423.39,180.37,129.68,38.94,90.12,25.432,19.648,90.49,2810.9,40.34,28.85,9.3e-05,1.175,1.015,29.37,normal
400.85,180.41,130.53,41.06,90.0,25.085,20.923,89.94,2717.3,39.61,32.2,0.000208,1.142,1.078,27.9,normal
413.92,178.29,130.41,39.6,87.64,25.078,19.762,90.73,2614.2,40.15,29.47,0.000235,1.223,0.963,30.51,normal
406.86,179.28,129.54,40.24,90.02,25.03,18.873,89.28,2757.0,38.64,28.07,0.000199,1.212,0.995,32.76,normal
404.14,182.16,128.4,42.0,88.43,25.161,20.892,90.02,3015.3,39.5,32.33,0.000242,1.195,0.985,32.76,normal
409.04,178.26,130.18,39.99,90.02,25.43,19.577,89.21,2708.0,39.57,28.16,0.000187,1.192,1.097,28.8,normal
416.31,176.83,129.75,40.71,91.65,25.378,20.45,87.1,2618.0,41.76,31.66,0.000173,1.276,0.962,33.98,normal
412.35,177.21,127.73,40.52,90.6,25.014,19.66,86.91,2703.9,40.03,28.82,0.0002,1.31,0.994,29.28,normal
421.25,180.04,130.61,39.41,90.23,24.971,20.285,90.5,2720.6,39.93,31.22,0.000189,1.263,0.985,27.97,normal
418.67,180.05,131.16,41.06,89.31,24.948,19.976,90.42,2652.0,39.79,28.3,0.000183,1.214,0.95,27.28,normal
408.64,179.82,133.03,39.15,90.09,24.532,20.5,91.79,2551.7,38.64,31.39,0.000195,1.118,0.948,27.85,normal
409.3,181.82,129.53,41.34,90.73,24.524,19.893,89.63,2832.3,38.16,29.51,0.000176,1.231,1.023,30.67,normal
419.17,175.99,129.35,39.41,90.6,25.326,19.672,87.64,2569.5,41.9,28.35,0.000175,1.234,1.028,29.49,normal
416.58,180.59,128.67,39.52,89.87,24.572,20.129,89.93,2851.8,37.01,29.38,0.000166,1.239,0.978,28.74,normal
407.83,182.34,130.25,38.91,90.28,25.488,19.809,91.7,2884.8,39.97,29.26,0.000212,1.143,1.056,28.31,normal
422.76,178.31,130.24,39.08,88.29,24.969,19.035,90.59,2641.9,41.27,26.59,0.00017,1.243,0.91,27.83,normal
412.27,179.43,129.03,39.57,89.05,25.492,19.699,89.92,2851.8,41.69,26.82,0.000163,1.278,0.95,28.22,normal
416.94,178.87,129.79,37.57,90.92,25.382,21.434,90.07,2762.7,39.08,33.04,0.000168,1.151,0.967,32.03,normal
414.32,178.66,127.63,39.77,91.09,25.506,19.089,87.71,2844.8,41.79,26.61,0.000206,1.234,1.0,33.61,normal
404.73,179.51,131.11,39.49,90.12,24.714,20.121,90.5,2619.1,37.59,30.35,0.00022,1.159,0.982,33.73,normal
414.23,182.14,129.08,40.79,91.92,25.245,19.879,89.25,2918.6,42.01,28.72,0.000223,1.195,0.992,31.37,normal
407.7,182.76,129.96,40.42,90.66,25.443,20.918,90.81,2961.9,42.2,32.52,0.000206,1.153,1.019,29.02,normal
409.84,179.5,128.29,39.29,89.7,24.069,19.444,89.4,2736.2,39.46,27.75,0.000216,1.182,1.058,28.66,normal
410.35,182.86,129.3,39.54,88.41,26.021,20.051,92.08,3008.6,42.69,30.76,0.000198,1.183,1.032,31.51,normal
399.57,180.05,129.66,39.77,91.87,26.36,20.343,89.04,2938.8,42.78,31.23,0.000214,1.221,1.002,29.51,normal
408.92,182.63,129.99,41.49,91.0,25.568,19.91,90.06,2946.5,41.11,29.52,0.000213,1.245,0.997,30.82,normal
419.78,179.86,130.58,39.18,92.34,25.484,19.616,89.45,2760.3,40.89,29.09,0.000178,1.261,1.044,33.86,normal
414.28,180.2,131.73,39.28,92.82,25.353,19.989,89.89,2671.6,41.41,30.43,0.000168,1.167,1.075,30.43,normal
403.53,180.55,130.88,38.87,88.33,24.806,19.845,92.11,2692.0,37.61,29.63,0.000241,1.218,1.026,34.56,normal
410.14,184.77,131.15,38.52,88.33,24.934,19.844,94.52,3000.7,39.8,29.69,0.000204,1.145,0.98,27.75,normal
409.68,181.28,131.74,40.31,86.28,25.579,20.465,93.2,2777.7,40.67,29.58,0.000232,1.194,1.01,30.89,normal
417.11,178.94,130.68,40.2,91.19,24.416,20.201,89.11,2591.7,37.82,30.13,0.000167,1.202,1.023,30.63,normal
415.02,181.45,129.96,41.28,90.85,24.364,20.276,89.63,2732.8,39.57,30.13,0.000188,1.154,0.978,28.03,normal
420.15,179.46,131.21,41.04,90.13,24.762,20.165,89.75,2705.7,40.32,31.29,0.000159,1.228,1.035,31.6,normal
407.47,179.27,131.29,42.4,88.41,25.394,20.48,89.87,2694.3,41.87,31.0,0.000219,1.192,1.011,33.06,normal
422.77,181.36,130.78,39.93,89.88,24.48,20.652,91.17,2723.7,39.15,31.24,0.000182,1.208,1.047,34.41,normal
411.6,180.05,128.25,39.74,90.24,24.865,19.857,89.16,2860.8,39.35,30.08,0.000183,1.261,0.961,30.82,normal
405.89,180.42,128.99,38.7,91.02,24.936,20.41,89.84,2831.9,39.77,29.9,0.000259,1.179,0.93,26.2,normal
414.57,180.02,129.67,40.7,90.35,24.393,19.352,89.32,2696.9,36.7,28.2,0.00022,1.243,0.984,30.95,normal
408.97,180.5,130.94,40.12,90.86,23.536,18.873,90.23,2562.8,34.65,25.45,0.00022,1.272,1.001,31.48,normal
419.33,180.64,129.97,40.65,89.84,24.384,20.913,90.06,2671.6,38.37,31.93,0.000164,1.269,0.928,29.53,normal
424.69,177.09,131.36,38.86,91.54,25.157,19.833,88.99,2519.9,39.33,29.18,0.000144,1.191,0.976,30.43,normal
406.45,181.0,131.58,40.35,90.82,25.292,20.126,90.7,2734.7,41.53,31.51,0.000229,1.151,1.051,29.03,normal
417.04,178.53,131.44,40.21,88.46,25.297,19.387,90.65,2630.2,40.81,28.25,0.000133,1.165,1.021,29.73,normal
414.43,177.84,131.45,40.14,91.81,25.366,19.364,88.64,2582.4,40.76,27.59,0.000185,1.121,1.006,32.03,normal
423.62,179.91,128.76,39.32,91.59,24.624,19.644,88.88,2791.9,38.32,28.94,0.000176,1.234,0.958,32.78,normal
419.9,180.13,130.58,41.19,90.61,24.496,20.321,89.46,2673.1,39.01,32.03,0.000172,1.237,1.05,27.46,normal
415.42,178.96,129.27,42.05,90.36,25.225,19.742,87.91,2732.2,41.33,27.66,0.000187,1.206,0.983,28.98,normal
421.34,181.25,128.02,38.89,92.16,24.873,19.832,89.11,2957.2,38.75,30.17,0.000168,1.131,1.004,26.82,normal
418.58,177.99,129.66,40.72,87.88,25.544,19.628,89.52,2704.5,41.06,29.31,0.000164,1.182,1.016,33.68,normal
411.66,179.39,131.59,37.12,91.61,25.229,20.583,91.08,2669.7,40.47,31.5,0.000208,1.269,1.007,31.74,normal
405.74,179.12,130.55,40.67,89.38,25.77,20.434,89.81,2714.3,42.57,30.93,0.000232,1.23,1.06,26.0,normal
423.83,179.93,132.42,38.13,91.42,24.721,19.758,91.37,2606.9,39.51,30.5,0.000148,1.239,1.023,29.87,normal
409.7,180.42,130.21,39.48,90.16,25.641,20.342,90.5,2783.0,41.76,31.5,0.000206,1.365,1.014,29.43,normal
408.83,178.49,132.94,38.69,88.38,26.221,19.877,92.16,2685.7,44.29,28.84,0.000216,1.216,0.997,28.49,normal
414.09,181.09,130.21,39.78,89.35,25.032,19.831,91.08,2822.2,39.96,29.56,0.000213,1.092,1.017,32.07,normal
413.2,180.09,130.03,40.84,91.33,25.3,19.975,88.98,2780.2,39.47,30.93,0.000193,1.145,0.992,32.03,normal
418.18,177.16,128.46,38.14,89.73,24.442,20.322,88.87,2635.7,39.74,31.3,0.000182,1.215,1.008,30.54,normal
411.59,177.06,131.33,39.64,89.19,25.536,19.554,89.77,2531.1,42.54,29.02,0.000223,1.201,0.986,28.72,normal
410.83,179.98,129.4,39.49,89.18,25.677,20.251,90.35,2851.4,40.6,29.64,0.00021,1.191,0.98,28.73,normal
421.36,179.67,129.22,41.58,90.83,24.703,21.249,88.24,2763.9,39.33,35.31,0.000143,1.192,0.963,30.09,normal
408.7,179.84,131.54,40.43,92.28,25.352,20.092,89.33,2711.5,42.32,30.82,0.000193,1.161,0.989,29.09,normal
408.17,179.96,131.39,38.82,87.22,25.168,20.018,92.65,2689.0,40.18,31.48,0.000202,1.219,0.987,29.99,normal
420.95,180.34,131.36,39.53,93.64,25.234,19.958,89.24,2728.6,41.45,30.13,0.000167,1.27,1.073,31.12,normal
416.46,181.42,129.57,41.56,90.26,25.487,20.239,89.57,2940.1,42.52,30.63,0.000193,1.287,1.04,26.93,normal
406.39,178.33,129.94,40.71,90.75,25.311,19.195,88.4,2716.5,41.17,27.35,0.000215,1.285,0.995,28.48,normal
